#Format:
#
#SCTID	Description	parentSCTID	parentDescription
#
# SCTID and Description are required.  parentSCTID is optional.  parentDescription is only provided for convenience, and is ignored 
# by the legoEditor.  The LegoEditor will populate/update this field automatically when the pendingConcept file is read. 
#


# Relationships from the Style Guide or Observation Results presentation
#
2062	Range of thoracolumbar spine left lateral rotation after repetitive motion (observable entity)	2054	Thoracolumbar spine - range of motion after repetitive motion (observable entity)
2064	Range of thoracolumbar spine right lateral flexion after repetitive motion (observable entity	2054	Thoracolumbar spine - range of motion after repetitive motion (observable entity)
2066	Range of thoracolumbar spine right lateral rotation after repetitive motion (observable entity)	2054	Thoracolumbar spine - range of motion after repetitive motion (observable entity)
2067	Depth (Property) (qualifier value)	118598001	Property of measurement (qualifier value)
2068	Cool sensetion quality (qualifier value)	272144002	Sensation quality (qualifier value)
2069	Trophic changes (Observable entity)	364528001	Skin observable (observable entity)
2071	Ischemic ulcer (morphologic abnormality)	56208002	Ulcer (morphologic abnormality)
2072	Cold (qualifier value)	272099008	Descriptor (qualifier value)
2073	Cool (qualifier value)	272099008	Descriptor (qualifier value)
2074	Pressure (property) (qualifier value)	118598001	Property of measurement (qualifier value)
2075	Addisonian episode (disorder)	129636003	Disorder of adrenal cortex (disorder)
2077	Cushingoid facies (observable entity)	248167003	Facial appearance (observable entity)
2078	Polydipsia (observable entity)	59299002	Thirst, function (observable entity)
2079	Polyuria (observable entity)	364687002	Urine observable (observable entity)
2080	Date treatment completed (observable entity)	364713004	Temporal observable (observable entity)
2081	Procedure related finding (observable entity)	363788007	Clinical history/examination observable (observable entity)
2082	Nausea (observable entity)	364142000	Digestive system observable (observable entity)
2083	Intolerant of heat (observable entity)	248462004	Tolerance of ambient temperature (observable entity)
2085	Tremor (observable entity)	255324009	Movement (observable entity)
2087	Intolerant of cold (observable entity)	248462004	Tolerance of ambient temperature (observable entity)
2090	Photophobia (observable entity)	363935009	Globe observable (observable entity)
2091	Aura (observable entity)	278844005	General clinical state (observable entity)
2094	Hoarseness (observable entitiy)	363917000	Characteristic of type of voice production (observable entity)
2096	Nasal regurgitation (observable entity)	363989006	Ear, nose / throat observable (observable entity)
2097	Paralysis (observable entity)	364568002	Muscle observable (observable entity)
2098	Taking antibiotics (observable entity)	129019007	Taking medication (observable entity)
2099	Dyspepsia (Observable entity)	364142000	Digestive system observable (observable entity)
2100	Administration of oral hypoglycemic agent (procedure)	18629005	Administration of drug or medicament (procedure)
2101	Secondary diagnosis (observable entity)	439401001	Diagnosis (observable entity)
2102	Use of furniture as walking aid (observable entity)	165251008	Walking aid use (observable entity)
2103	Procedure frequency (observable entity)	416342005	Procedure related observable (observable entity)
2105	Taking multiple medications to manage co-morbidities (observable entity)	129019007	Taking medication (observable entity)
2108	Fever and chills (observable entity)	386725007	Body temperature (observable entity)
2111	Not requested (qualifier value)	385649005	Being organized (qualifier value)
2112	Requested but not available (qualifier value)	106227002	General information qualifier (qualifier value)
2113	Reviewed (qualifier value)	106227002	General information qualifier (qualifier value)
2118	Response to treatment (observable entity)	363788007	Clinical history/examination observable (observable entity)
2119	Poor response to treatment (observable entity)	2118	Response to treatment (observable entity)
2120	Fair response to treatment (observable entity)	2118	Response to treatment (observable entity)
2121	Good response to treatment (observable entity)	2118	Response to treatment (observable entity)
2124	Side effects from current treatment (observable entity)	363788007	Clinical history/examination observable (observable entity)
2126	Abdomenal guarding (observble entity)	364446009	General characteristics of abdomen (observable entity)
2127	Abdominal distension (observable entity)	364447000	Feature of abdominal appearance (observable entity)
2128	Pulsatile mass of abdomen (observable entity)	364446009	General characteristics of abdomen (observable entity)
2130	Lid lag (observable entity)	363929009	Eyelid observable (observable entity)
2131	Carotid bruit (observable entity)	364088008	Arterial feature (observable entity)
2133	Prolonged expiration (observable entity)	52653008	Respiratory sounds (observable entity)
2134	Hallucinations (observable entity)	363870007	Mental state, behavior / psychosocial function observable (observable entity)
2135	Delusions (observable entity)	363870007	Mental state, behavior / psychosocial function observable (observable entity)
2136	Obsessive behavior (observable entity)	363896009	Behavior observable (observable entity)
2137	Cyanosis (observable entity)	278844005	General clinical state (observable entity)
2138	Joint laxity (observable entity)	364562001	Joint observable (observable entity)
2139	Date of first episode of disorder (observable entity)	364713004	Temporal observable (observable entity)
2141	Romberg's sign (observable entity)	363820009	Neurological observable (observable entity)
2142	Suicide risk factor (observable entity)	80943009	Risk factor (observable entity)
2143	Disability (observable entity)	278844005	General clinical state (observable entity)
2144	Preperation for suicide (observable entity)	363896009	Behavior observable (observable entity)
2146	Number of episodes of spontaneous pneumothorax (observable entity)	364052003	Lung observable (observable entity)
2147	Seeking lethal means for suicide attempt (observable entity)	2144	Preperation for suicide (observable entity)
2149	Suicidal communication (observable entity)	2142	Suicide risk factor (observable entity)
2150	Pain on exertion (observable entity)	406189006	Pain observable (observable entity)
2152	Non-productive cough (observable entity)	364054002	Characteristic of cough (observable entity)
2153	Sleep disruption (observable entity)	363817001	Sleep related observable (observable entity)
2156	Suicide attempt (observable entity)	363896009	Behavior observable (observable entity)
2158	Suicidal ideation (observable entity)	363896009	Behavior observable (observable entity)
2159	Suicide attempt by multiple methods (observable entity)	2156	Suicide attempt (observable entity)
2160	Interrupted suicide attempt (observable entity)	2156	Suicide attempt (observable entity)
2161	Interrupted suicide attempt by other (observable entity)	2160	Interrupted suicide attempt (observable entity)
2162	Attempt to hide suicide preparation (observable entity)	2144	Preperation for suicide (observable entity)
2163	Regrets on survival from suicide attempt (observable entity)	2156	Suicide attempt (observable entity)
2165	Interrupted suicide attempt by self (observable entity)	2160	Interrupted suicide attempt (observable entity)
2166	Physical injuries from suicide attempt (observable entity)	2156	Suicide attempt (observable entity)
2167	Marital problems (observable entity)	160476009	Social / personal history observable (observable entity)
2168	Employment problem (Observable entity)	160476009	Social / personal history observable (observable entity)
2169	School problem (observable entity)	160476009	Social / personal history observable (observable entity)
2170	Housing problems (observable entity)	224209007	Residence and accommodation circumstances (observable entity)
2185	Protective factors against suicide risk (observable entity)	363896009	Behavior observable (observable entity)
2213	Suicide risk factor ? Substance use: ongoing illicit drug (observable entity)	2142	Suicide risk factor (observable entity)
2190	Intact marriage (observable entity)	2185	Protective factors against suicide risk (observable entity)
2201	Suicide risk factor- Chronic/ongoing legal problems (observable entity)	2142	Suicide risk factor (observable entity)
2187	Child rearing responsibilities (observable entity)	2185	Protective factors against suicide risk (observable entity)
2198	Strong interpersonal bonds to family/unit members and community support (observable entity)	2185	Protective factors against suicide risk (observable entity)
2173	Suicide attempt by jumping (observable entity)	2156	Suicide attempt (observable entity)
2172	Family history (observable entity)	363788007	Clinical history/examination observable (observable entity)
2196	Optimistic outlook ? Identification of future goals (observable entity)	2185	Protective factors against suicide risk (observable entity)
2180	Suicide attempt by automobile (observable entity)	2156	Suicide attempt (observable entity)
2183	Suicide attempt by sharp object (observable entity)	2156	Suicide attempt (observable entity)
2209	Suicide risk factor ? Ongoing alcohol use disorder (observable entity)	2142	Suicide risk factor (observable entity)
2189	Effective clinical care for mental/physical and substance use disorders (observable entity)	39	PROPERTY TYPE (attribute)
2210	Suicide risk factor ? Ongoing prescription drugs abuse (observable entity)	2142	Suicide risk factor (observable entity)
2193	Cultural or spiritual and religious beliefs about the meaning and value of life (observable entity)	2185	Protective factors against suicide risk (observable entity)
2207	Suicide risk factor ? History of intentional overdose (observable entity)	2142	Suicide risk factor (observable entity)
2202	Suicide risk factor ? Chronic/ongoing financial problems (observable entity)	2142	Suicide risk factor (observable entity)
2171	Suicide risk factor - Age (observable entity)	2142	Suicide risk factor (observable entity)
2208	Suicide risk factor ? History of unintentional/undetermined overdose (observable entity)	2142	Suicide risk factor (observable entity)
2177	Suicide risk factor - Sexual abuse (observable entity)	2142	Suicide risk factor (observable entity)
2195	Good skills and problem solving or coping and conflict resolution (observable entity)	2185	Protective factors against suicide risk (observable entity)
2192	Responsibilities/duties to others (observable entity)	2185	Protective factors against suicide risk (observable entity)
2203	Suicide risk factor ? Chronic/ongoing relationship problems (observable entity)	2142	Suicide risk factor (observable entity)
2181	Suicide attempt by drugs (observable entity)	2156	Suicide attempt (observable entity)
2179	Suicide attempt by alcohol (observable entity)	2156	Suicide attempt (observable entity)
2199	Support through ongoing medical and mental health care relationships (observable entity)	2185	Protective factors against suicide risk (observable entity)
2212	Suicide risk factor ? Substance use: currently intoxicated (observable entity)	2142	Suicide risk factor (observable entity)
2206	Suicide risk factor ? History of intentional overdose (observable entity)	2142	Suicide risk factor (observable entity)
2197	Resilience (observable entity)	2185	Protective factors against suicide risk (observable entity)
2174	Suicide risk factor - Gender (observable entity)	2142	Suicide risk factor (observable entity)
2205	Suicide risk factor ? History of alcohol/substance use-related conditions (observable entity)	2142	Suicide risk factor (observable entity)
2215	Healthcare setting observable (observable entity)	363787002	Observable entity (observable entity)
2211	Suicide risk factor ? Substance use: current withdrawal (observable entity)	2142	Suicide risk factor (observable entity)
2182	Suicide attempt by hanging/strangulation (observable entity)	2156	Suicide attempt (observable entity)
2194	Employed (observable entity)	224362002	Employment status (observable entity)
2184	Suicide attempt by firearm (observable entity)	2156	Suicide attempt (observable entity)
2175	Date of suicide attempt (observable entity)	364713004	Temporal observable (observable entity)
2204	Suicide risk factor ? Serious personality disorder such as borderline or antisocial (observable entity)	2142	Suicide risk factor (observable entity)
2188	Good impulse control (observable entity)	2185	Protective factors against suicide risk (observable entity)
2186	Reasonably safe and stable environment (observable entity)	2185	Protective factors against suicide risk (observable entity)
2216	VA Primary Care-Mental Health Integration facility (PCMHI) (environment)	43741000	Site of care (environment)
2217	Urgent care department (environment)	35971002	Ambulatory care site (environment)
2220	Frequency of suicidal ideation (observable entity)	364713004	Temporal observable (observable entity)
2221	Many times daily (qualifier value)	307438009	Frequency per day (qualifier value)
2222	Recency of suicidal ideation (observable entity)	364713004	Temporal observable (observable entity)
2223	Never (qualifier value)	272103003	Time patterns (qualifier value)
2225	Not in past year (qualifier value)	272103003	Time patterns (qualifier value)
2226	In the past week (qualifier value)	272103003	Time patterns (qualifier value)
2227	In the past year (qualifier value)	272103003	Time patterns (qualifier value)
2228	In the past month (qualifier value)	272103003	Time patterns (qualifier value)
2232	Suicide plan (observable entity)	363896009	Behavior observable (observable entity)
2233	Specific suicide plan (observable entity)	2232	Suicide plan (observable entity)
2235	Specific imminent suicide plan with intent (no means) (observable entity)	2232	Suicide plan (observable entity)
2236	Specific imminent suicide plan with intent and access to means (observable entity)	2232	Suicide plan (observable entity)
2237	Specific suicide plan with intent but not imminent (observable entity)	2232	Suicide plan (observable entity)
2238	Vague suicide plan  (observable entity)	2232	Suicide plan (observable entity)
2240	Time frame of suicide plan (observable entity)	364713004	Temporal observable (observable entity)
2241	Sedating antidepressant (substance)	372720008	Antidepressant (substance)
2242	Characteristic of pain of extremity (observable entity)	364626008	Characteristic of pain at anatomical site (observable entity)
2243	Aching in extremity (observable entity)	2242	Characteristic of pain of extremity (observable entity)
2244	Sensation of heaviness in limb (observable entity)	363799009	Characteristic of extremity (observable entity)
